AdId,Age,Gender,Income,Homecountry,Rating,pred_rating,pred_confidence
A07_04,22,M,2,United States of America,0.0,0,0.6277464
A03_14,27,F,2,United Kingdom,1.0,1,0.9103465
A18_10,30,F,1,Canada,1.0,0,0.5280196
A03_10,33,F,2,United Kingdom,1.0,0,0.6424327
A09_03,18,F,0,United States of America,1.0,1,0.55562973
A12_10,32,F,1,United States of America,0.0,0,0.96712744
A05_08,19,M,0,Italy,1.0,1,0.73142296
A06_15,34,F,1,Czech Republic,1.0,1,0.8923118
A12_06,21,F,1,United Kingdom,0.0,0,0.66179323
A19_08,32,F,1,United States of America,0.0,0,0.93469405
A18_15,22,M,0,Romania,0.0,0,0.8080222
A11_05,18,F,0,United States of America,1.0,1,0.83381367
A05_10,30,F,1,Canada,0.0,0,0.7446532
A13_11,64,M,1,United States of America,0.0,0,0.7366156
A11_06,27,F,1,United States of America,1.0,1,0.57308984
A02_13,37,M,1,United Kingdom,1.0,1,0.9470482
A15_05,26,F,0,India,1.0,1,0.5876695
A12_03,61,F,1,Canada,1.0,1,0.6220909
A09_05,28,F,3,United States of America,1.0,0,0.70465064
A20_15,64,M,1,United States of America,1.0,1,0.7373167
A13_03,21,F,1,Canada,0.0,0,0.99633825
A06_09,22,M,0,India,1.0,1,0.9976005
A10_05,20,F,3,United States of America,1.0,1,0.90054005
A07_14,33,F,2,United States of America,0.0,0,0.99998724
A19_02,21,F,1,Canada,0.0,0,0.9949957
A10_10,32,F,1,United States of America,0.0,0,0.7389324
A07_08,61,F,1,Canada,0.0,0,0.9764705
A10_10,34,F,2,United States of America,0.0,0,0.8814736
A13_15,30,F,2,United Kingdom,1.0,0,0.8532046
A20_14,18,M,2,Slovenia,0.0,0,0.6929914
A20_13,30,F,1,Canada,0.0,0,0.7146228
A07_15,21,F,1,Canada,0.0,0,0.968895
A03_09,32,F,1,United States of America,0.0,0,0.8951775
A02_08,25,F,1,United Kingdom,0.0,0,0.75833994
A05_14,23,M,2,United States of America,0.0,1,0.51199
A10_06,19,M,3,Canada,1.0,1,0.7184863
A06_01,27,F,1,United States of America,0.0,1,0.5852177
A16_08,48,M,1,Canada,1.0,1,0.9998698
A10_05,20,F,3,United States of America,1.0,1,0.9102721
A06_15,21,F,0,Canada,1.0,1,0.66606396
A10_13,19,F,3,United States of America,0.0,0,0.9675579
A15_08,32,F,1,United States of America,0.0,0,0.5851328
A15_07,30,M,3,United States of America,1.0,1,0.99870694
A10_09,24,F,1,United Kingdom,0.0,0,0.7462091
A08_15,24,F,1,Great Britain,0.0,0,0.99872583
A18_13,23,M,0,Singapore,1.0,0,0.54047245
A09_02,22,M,0,India,1.0,1,0.9999758
A11_11,28,F,2,United States of America,1.0,1,0.5408942
A07_03,33,F,0,United States of America,1.0,1,0.8858692
A14_14,35,M,1,United States of America,0.0,0,0.99077165
A15_10,38,F,1,United States of America,1.0,1,0.95877796
A19_04,25,F,1,United States of America,0.0,0,0.73702747
A17_12,19,F,2,Canada,1.0,1,0.999928
A10_14,21,F,0,Canada,1.0,1,0.6869087
A09_15,28,F,2,United States of America,1.0,1,0.53769493
A11_04,66,M,1,United States of America,0.0,0,0.5755846
A08_01,34,F,1,Czech Republic,0.0,1,0.6468778
A05_14,26,F,1,Slovenia,0.0,0,0.5638037
A01_04,64,M,1,United States of America,1.0,0,0.52435786
A09_02,24,M,1,United States of America,1.0,1,0.6647026
A18_12,28,F,3,United States of America,0.0,0,0.7541483
A07_08,61,F,1,Canada,0.0,0,0.994351
A14_09,34,F,1,India,1.0,1,0.9931179
A17_07,20,F,3,United States of America,1.0,1,0.5597756
A07_01,34,F,2,United Kingdom,1.0,1,0.52213097
A19_01,18,F,0,United States of America,0.0,0,0.7615051
A13_07,28,F,3,United States of America,1.0,1,0.97546697
A04_05,32,M,2,United States of America,0.0,0,0.7773796
A14_12,24,F,1,Great Britain,0.0,0,0.93041265
A20_10,46,F,0,United States of America,0.0,0,0.83579195
A10_15,24,F,0,Singapore,0.0,0,0.9754024
A06_03,41,F,1,United States of America,0.0,1,0.8502377
A13_03,33,M,2,United States of America,0.0,0,0.9214731
A16_08,34,F,1,India,1.0,1,0.96219563
A09_10,21,F,1,Canada,0.0,0,0.99495715
A19_10,18,F,0,United States of America,0.0,0,0.9775839
A14_07,21,F,0,United States of America,0.0,1,0.53625154
A13_06,20,F,1,United States of America,1.0,0,0.6852023
A15_09,64,M,1,United States of America,1.0,1,0.8237197
A13_02,38,F,1,United States of America,1.0,1,0.60556346
A15_04,21,F,0,Canada,0.0,0,0.8111723
A06_02,28,M,2,United States of America,1.0,1,0.56314427
A03_01,35,F,1,United Kingdom,0.0,1,0.8219833
A20_06,49,M,0,Canada,0.0,0,0.76203996
A08_11,32,F,1,United States of America,0.0,0,0.78437006
A07_06,20,M,0,Saudi Arabia,0.0,0,0.99984455
A03_08,24,M,1,United States of America,1.0,0,0.56494355
A19_15,46,F,0,United States of America,1.0,0,0.667951
A06_07,24,F,1,United Kingdom,1.0,1,0.5603183
A20_07,31,F,1,United Kingdom,0.0,1,0.5418672
A02_05,18,M,2,United Kingdom,1.0,1,0.99955946
A04_08,52,F,3,United States of America,1.0,1,0.6780333
A20_01,25,F,1,United States of America,0.0,0,0.73702747
A03_01,36,M,1,India,1.0,1,0.96576804
A03_11,56,F,0,United States of America,0.0,0,0.85672075
A01_01,49,M,0,United States of America,0.0,0,0.53027475
A19_04,23,M,0,Singapore,1.0,1,0.5684624
A10_09,48,M,1,Canada,1.0,1,0.9995952
A03_12,34,F,1,India,1.0,1,0.9999186
A10_09,28,F,3,United States of America,1.0,0,0.50859916
A08_09,41,F,1,United States of America,0.0,0,0.6904358
A10_06,18,M,2,Slovenia,0.0,0,0.65403986
A02_15,21,F,0,Canada,0.0,0,0.545362
A09_02,26,F,1,United States of America,0.0,0,0.6490743
A14_07,24,M,0,Phillipines,0.0,0,0.7531926
A07_04,26,F,1,United States of America,1.0,1,0.59813076
A13_10,23,M,0,Singapore,0.0,0,0.6491604
A19_11,21,F,0,Canada,1.0,1,0.6444046
A17_06,28,M,2,United States of America,1.0,1,0.945595
A01_14,19,M,3,Canada,0.0,1,0.6803267
A09_08,30,F,1,United Kingdom,1.0,1,0.579132
A07_09,38,F,1,United States of America,1.0,1,0.90657115
A19_12,18,F,1,United States of America,0.0,0,0.9796211
A07_09,32,F,1,United States of America,0.0,0,0.88745445
A05_13,18,F,1,United States of America,0.0,0,0.99958366
A12_04,21,F,0,Canada,0.0,0,0.75832677
A08_07,24,M,0,Phillipines,0.0,0,0.8409904
A17_11,23,M,2,Canada,1.0,1,0.67129636
A01_08,40,F,1,United States of America,0.0,0,0.5092597
A01_01,57,F,1,United States of America,0.0,0,0.8999568
A16_06,41,F,1,United States of America,0.0,1,0.53040874
A03_02,18,F,0,United States of America,0.0,1,0.55562973
A05_10,34,F,1,Czech Republic,0.0,0,0.9046822
A03_13,30,M,3,United States of America,1.0,1,0.9995511
A18_08,33,F,2,United States of America,1.0,0,0.66008425
A14_13,68,F,1,United States of America,1.0,1,0.8831656
A16_06,61,F,1,Canada,1.0,1,0.8369032
A06_01,34,F,2,United Kingdom,0.0,1,0.6585141
A16_11,55,M,1,United States of America,0.0,0,0.9416691
A06_04,28,F,3,United States of America,1.0,1,0.77528745
A16_05,32,M,2,United States of America,0.0,0,0.74321944
A05_02,23,M,2,United States of America,0.0,0,0.64221174
A11_14,22,M,0,India,1.0,1,0.9996635
A16_14,18,F,2,United States of America,0.0,1,0.51150924
A09_09,18,M,2,United Kingdom,1.0,1,0.9743552
A06_15,39,M,2,Canada,1.0,1,0.78549844
A08_07,22,F,1,United Kingdom,0.0,0,0.5867688
A04_02,28,F,2,United States of America,1.0,1,0.62137616
A04_02,40,M,1,United States of America,0.0,0,0.74692523
A01_06,30,F,1,United Kingdom,0.0,0,0.9994715
A04_09,34,F,1,India,1.0,1,0.97908837
A04_03,24,M,1,United Kingdom,0.0,0,0.89050376
A14_08,34,F,2,United Kingdom,1.0,1,0.7470821
A07_07,56,F,0,United States of America,0.0,0,0.8067675
A07_11,47,M,1,United States of America,0.0,0,0.570812
A19_04,21,F,1,United Kingdom,0.0,0,0.8546839
A18_09,34,F,2,United Kingdom,1.0,1,0.55417186
A18_03,61,F,1,Canada,0.0,0,0.51044166
A05_06,39,F,1,United States of America,0.0,1,0.5585549
A13_02,55,F,2,United States of America,1.0,1,0.5194782
A08_15,25,F,1,United States of America,0.0,0,0.7970634
A05_07,26,F,1,United States of America,0.0,0,0.93511957
A01_11,30,M,3,United States of America,1.0,1,0.9626333
A12_14,23,M,2,United States of America,0.0,0,0.8797325
A17_07,20,M,0,Saudi Arabia,0.0,0,0.99999917
A05_08,21,F,0,United States of America,1.0,0,0.6152327
A05_01,46,F,0,United States of America,0.0,0,0.60678893
A11_07,31,M,1,United States of America,1.0,0,0.81592363
A02_07,22,M,1,United States of America,0.0,0,0.80940455
A13_07,27,F,1,United States of America,0.0,0,0.5002986
A05_05,34,F,2,United States of America,0.0,0,0.8387677
A17_11,19,M,3,Canada,1.0,1,0.6124936
A16_14,61,F,1,Canada,0.0,0,0.80323845
A14_04,22,F,1,United Kingdom,0.0,0,0.7146063
A02_04,37,M,1,United Kingdom,1.0,1,0.96817625
A17_08,22,M,0,India,1.0,1,0.99999964
A20_09,41,F,1,United States of America,0.0,0,0.9811168
A07_14,41,F,1,United States of America,0.0,0,0.99797624
A07_07,29,M,1,United States of America,1.0,1,0.9997079
A09_07,19,F,3,United States of America,0.0,0,0.9978259
A02_05,28,F,3,United States of America,1.0,1,0.77528745
A18_09,39,F,1,United States of America,0.0,1,0.5052243
A09_04,19,M,0,Italy,1.0,1,0.7914077
A06_09,28,F,2,United States of America,0.0,1,0.5193474
A05_14,49,M,0,Canada,0.0,0,0.9620451
A14_10,20,F,1,United States of America,1.0,0,0.8965359
A02_10,30,F,1,Canada,0.0,0,0.66999304
A05_08,22,F,1,United Kingdom,1.0,1,0.7422279
A10_04,24,F,1,Great Britain,1.0,0,0.7729055
A08_03,22,F,0,United Kingdom,0.0,1,0.55087197
A09_10,24,M,1,United Kingdom,0.0,0,0.7964589
A04_01,34,F,1,India,1.0,1,0.90989786
A15_05,34,F,2,United Kingdom,1.0,1,0.52213097
A09_14,30,F,2,United States of America,1.0,1,0.9999999
A06_05,18,F,1,United States of America,1.0,0,0.6606383
A12_13,61,F,1,Canada,0.0,1,0.5250931
A04_06,25,M,1,United States of America,1.0,1,0.6507226
A02_04,32,F,1,United States of America,0.0,0,0.80719113
A17_08,22,M,2,United States of America,0.0,0,0.7355558
A01_06,33,M,2,United States of America,0.0,0,0.9996152
A16_04,40,F,1,United States of America,0.0,1,0.52754647
A17_14,21,F,0,Canada,1.0,0,0.54445064
A13_15,61,F,1,Canada,1.0,1,0.9221915
A06_03,20,F,1,United States of America,0.0,0,0.7961818
A06_05,19,F,2,Canada,1.0,1,0.6062004
A03_10,34,F,2,United Kingdom,0.0,0,0.51182264
A11_11,22,M,2,United States of America,0.0,0,0.7888738
A13_03,35,F,1,United Kingdom,0.0,1,0.8219833
A06_07,28,F,3,United States of America,1.0,1,0.94931686
A17_08,24,F,1,Great Britain,0.0,0,0.8830876
A08_03,19,M,0,Italy,1.0,1,0.7371494
A04_12,20,F,3,United States of America,1.0,1,0.8220926
A02_02,29,M,1,United States of America,1.0,1,0.9918698
A09_13,34,F,2,United States of America,0.0,0,0.977472
A03_10,26,F,1,India,1.0,1,0.7993451
A02_03,20,F,3,United States of America,1.0,1,0.90409017
A19_11,18,F,0,United States of America,0.0,1,0.55851275
A02_14,18,F,1,United States of America,0.0,0,0.89899915
A08_04,25,F,1,United Kingdom,0.0,0,0.7466181
A12_04,40,F,1,United States of America,1.0,1,0.54894173
A01_13,57,F,1,United States of America,1.0,1,0.69563377
A09_04,33,M,1,United States of America,1.0,0,0.7466726
A09_09,23,M,2,United States of America,0.0,0,0.64748055
A12_13,38,M,2,United States of America,0.0,1,0.5689941
A07_06,39,F,1,United States of America,0.0,0,0.76041204
A15_06,22,M,2,United States of America,0.0,0,0.8450797
A15_12,34,F,2,United Kingdom,0.0,1,0.61388576
A14_03,40,M,1,United States of America,0.0,0,0.74692523
A06_14,48,M,1,Canada,1.0,1,1.0
A05_09,20,F,1,United States of America,0.0,0,0.9772086
A07_03,28,F,3,United States of America,0.0,1,0.8022874
A06_05,25,F,1,United States of America,1.0,0,0.73702747
A03_02,32,M,0,United States of America,1.0,1,0.9078591
A10_03,30,M,3,United States of America,1.0,1,0.95038885
A02_13,22,M,1,United States of America,1.0,1,0.9823658
A13_11,28,M,2,United States of America,1.0,1,0.997401
A12_13,33,F,2,United Kingdom,1.0,0,0.57775235
A04_07,24,F,1,United Kingdom,1.0,0,0.7200132
A19_02,21,F,0,Canada,0.0,0,0.8078874
A13_14,25,F,1,United States of America,0.0,0,0.9468268
A04_07,19,F,2,Canada,1.0,1,0.9994948
A06_02,36,F,2,United States of America,0.0,0,0.5771966
A06_09,64,M,1,United States of America,1.0,1,0.5244625
A10_12,61,F,1,Canada,1.0,0,0.62619275
A17_06,22,M,0,India,1.0,1,0.9999316
A15_15,22,M,0,India,1.0,1,0.9999999
A12_05,35,F,3,United States of America,0.0,0,0.65053606
A04_02,43,F,2,Canada,1.0,1,0.5899597
A07_08,39,M,2,Canada,0.0,0,0.8205851
A09_09,24,M,0,Phillipines,0.0,0,0.926522
A03_02,21,F,0,United States of America,1.0,1,0.5087653
A03_01,18,M,2,United Kingdom,1.0,1,0.99955946
A13_15,24,F,0,Singapore,0.0,0,0.9996557
A03_04,31,F,1,United Kingdom,1.0,1,0.52936244
A02_10,40,M,1,United States of America,0.0,0,0.96268314
A12_13,35,M,2,Canada,1.0,0,0.53461754
A07_01,57,F,1,United States of America,0.0,0,0.90535927
A17_14,22,M,1,United States of America,0.0,0,0.6538883
A20_12,28,F,3,United States of America,0.0,1,0.601498
A14_06,24,M,1,United States of America,1.0,1,0.98137647
A06_11,26,F,1,United States of America,0.0,1,0.51201594
A12_05,32,F,1,United Kingdom,0.0,0,0.68400145
A01_08,22,F,0,United Kingdom,1.0,1,0.55087197
A02_08,31,F,1,Canada,1.0,1,0.8573042
A13_11,24,M,0,Phillipines,0.0,0,0.5461478
A07_11,36,M,1,India,1.0,1,0.99922013
A18_15,28,F,2,United States of America,1.0,1,0.5119632
A16_06,40,M,1,United States of America,0.0,0,0.9140094
A05_08,30,F,2,United Kingdom,0.0,0,0.8814156
A16_05,47,M,1,United States of America,0.0,0,0.79158235
A13_14,37,M,1,United Kingdom,1.0,1,0.9530614
A15_12,57,F,1,United States of America,0.0,0,0.7374713
A05_07,30,F,2,United States of America,1.0,1,1.0
A07_10,48,M,1,Canada,1.0,1,0.9999982
A01_05,37,M,1,United Kingdom,1.0,1,0.96817625
A02_04,18,F,2,United States of America,0.0,0,0.60400367
A16_02,24,F,1,Great Britain,0.0,0,0.76136214
A02_09,30,M,3,United States of America,1.0,1,0.9939294
A13_04,28,F,3,United States of America,1.0,1,0.8022874
A20_05,28,F,3,United States of America,0.0,1,0.77528745
A03_07,34,F,2,United Kingdom,0.0,0,0.7090016
A18_09,33,F,2,United Kingdom,0.0,0,0.5396328
A07_05,31,F,0,United Kingdom,1.0,0,0.76242644
A17_06,19,F,2,Canada,1.0,1,0.99999976
A02_15,41,F,1,United States of America,0.0,1,0.7758703
A20_12,39,M,2,Canada,1.0,1,0.6594353
A09_08,29,M,1,United States of America,1.0,1,0.9778566
A16_15,33,F,2,United States of America,0.0,0,0.92553186
A03_10,23,M,0,Singapore,0.0,0,0.7450678
A09_03,24,F,1,Great Britain,0.0,0,0.7729055
A17_10,26,F,1,United States of America,0.0,0,0.9767993
A10_07,21,F,0,Canada,0.0,1,0.73285776
A14_12,22,F,0,United Kingdom,1.0,1,0.65782875
A17_09,27,F,1,United States of America,1.0,1,0.77314216
A17_13,61,F,1,Canada,0.0,0,0.77634585
A09_07,23,M,0,Singapore,0.0,0,0.7803142
A09_09,21,F,1,United Kingdom,1.0,1,0.64521086
A15_13,32,F,1,United States of America,0.0,0,0.93905735
A19_08,27,F,1,United States of America,0.0,0,0.970156
A10_10,40,M,1,United States of America,0.0,0,0.9552344
A17_04,23,M,2,United States of America,0.0,0,0.5981544
A02_06,33,F,2,United States of America,0.0,0,0.90836567
A19_13,29,M,1,United States of America,1.0,1,0.9997669
A08_14,18,F,0,United States of America,0.0,0,0.84913725
A08_03,22,M,1,United States of America,1.0,0,0.603322
A20_11,35,M,2,Canada,0.0,0,0.968232
A05_11,32,F,1,United States of America,1.0,0,0.725073
A05_03,38,F,1,United States of America,1.0,1,0.7772754
A07_12,35,F,3,United States of America,1.0,1,0.9999999
A02_10,25,M,1,United States of America,0.0,0,0.6108176
A03_07,33,M,1,United States of America,0.0,0,0.88881177
A17_13,18,F,0,United States of America,0.0,0,0.9189245
A07_03,18,F,2,United States of America,0.0,0,0.6603378
A18_02,26,F,1,Slovenia,0.0,0,0.8347872
A12_13,36,M,1,India,1.0,1,0.94056726
A06_07,25,F,1,United States of America,1.0,0,0.53384507
A13_13,57,F,0,United States of America,1.0,0,0.5014709
A20_01,22,M,0,India,1.0,1,0.99731797
A13_13,39,F,1,United States of America,1.0,0,0.52548057
A12_05,20,M,0,Saudi Arabia,0.0,0,0.8558424
A19_07,28,F,3,United States of America,1.0,1,0.54417056
A11_02,22,M,1,United States of America,0.0,0,0.603322
A20_01,35,F,3,United States of America,0.0,0,0.65053606
A14_11,38,F,1,United States of America,0.0,1,0.8341276
A05_01,24,F,1,United Kingdom,1.0,0,0.6772651
A04_06,20,F,3,United States of America,0.0,1,0.65709186
A15_14,48,M,1,Canada,1.0,1,0.9998418
A19_08,28,M,2,United States of America,1.0,1,0.88236177
A03_11,19,M,0,Italy,0.0,0,0.67236525
A02_13,19,F,2,Canada,1.0,1,0.9188971
A13_14,22,M,1,United States of America,1.0,1,0.74036086
A02_13,23,M,2,United States of America,1.0,1,0.78252435
A18_04,25,F,1,United Kingdom,0.0,0,0.7595374
A07_10,25,M,1,United States of America,1.0,1,0.8785718
A19_09,32,M,2,United States of America,1.0,0,0.71900517
A06_13,40,M,1,United States of America,1.0,1,0.60381025
A18_08,20,F,1,United States of America,0.0,0,0.77931565
A16_14,33,F,2,United Kingdom,0.0,0,0.53564966
A02_12,38,F,1,United States of America,1.0,1,0.9418642
A01_05,22,M,0,Romania,0.0,0,0.71302086
A17_03,32,M,2,United States of America,0.0,0,0.74374294
A18_10,33,M,2,United States of America,1.0,1,0.633778
A01_14,49,M,0,Canada,1.0,0,0.6247494
A09_03,23,M,2,Canada,1.0,1,0.5766588
A07_06,18,M,2,United Kingdom,1.0,1,0.9998516
A19_06,64,M,1,United States of America,0.0,0,0.8828549
A19_09,32,F,1,United Kingdom,1.0,0,0.8420028
A08_13,33,F,2,United States of America,0.0,0,0.9927335
A09_14,33,M,2,United States of America,0.0,0,0.8745256
A09_01,43,F,2,Canada,0.0,0,0.5102841
A10_08,26,F,1,India,0.0,1,0.8120638
A12_10,52,F,0,United Kingdom,0.0,1,0.77163583
A08_03,30,M,3,United States of America,1.0,1,0.9738524
A03_07,33,F,0,United States of America,1.0,1,0.945398
A19_12,30,F,1,Canada,0.0,0,0.90234965
A16_08,20,M,0,Saudi Arabia,0.0,0,0.70853263
A12_09,55,M,1,United States of America,0.0,1,0.50384134
A11_04,18,M,2,Slovenia,0.0,1,0.566034
A04_14,22,F,1,United Kingdom,1.0,1,0.8159628
A10_13,24,F,0,Singapore,0.0,0,0.98862106
A14_03,39,F,1,United States of America,0.0,1,0.6851781
A01_07,30,M,3,United States of America,1.0,1,0.99699426
A04_06,26,F,0,India,0.0,1,0.80061966
A07_06,24,M,0,Phillipines,0.0,0,0.72042096
A05_04,31,F,1,Canada,1.0,1,0.8330935
A12_07,26,F,1,Slovenia,0.0,0,0.9962036
A14_02,26,F,0,India,1.0,1,0.5437491
A17_10,33,F,0,United States of America,1.0,1,0.9006945
A17_14,66,M,1,United States of America,0.0,0,0.92838055
A03_14,37,F,1,United States of America,0.0,1,0.7846137
A02_01,32,F,1,United Kingdom,0.0,0,0.68400145
A18_05,21,F,0,Canada,0.0,0,0.65908605
A11_12,24,F,1,United Kingdom,0.0,0,0.7186847
A08_10,38,F,1,United States of America,1.0,1,0.59103554
A09_09,19,F,3,United States of America,0.0,0,0.9632603
A05_01,52,F,3,United States of America,0.0,1,0.8512771
A03_13,61,F,1,Canada,0.0,1,0.79175335
A07_15,20,F,1,United States of America,0.0,0,0.70203876
A01_04,33,M,1,United States of America,1.0,0,0.7059493
A20_13,38,F,1,United States of America,0.0,0,0.7178888
A08_14,31,M,1,United States of America,0.0,0,0.80337876
A16_11,33,M,1,United States of America,0.0,0,0.9542155
A14_01,26,F,1,United States of America,0.0,0,0.6631181
A17_03,46,F,0,United States of America,1.0,0,0.5729442
A18_01,48,M,1,Canada,0.0,1,0.9155808
A10_15,19,F,3,United States of America,0.0,0,0.93165493
A02_04,35,M,2,Canada,1.0,0,0.51188886
A16_09,19,F,2,Canada,1.0,1,0.9549303
A03_13,66,M,1,United States of America,0.0,0,0.9866295
A13_07,32,F,1,United States of America,0.0,0,0.50644124
A14_02,24,M,0,Phillipines,0.0,0,0.7673916
A20_02,40,F,1,United States of America,0.0,0,0.6855715
A08_07,22,M,1,United States of America,1.0,0,0.5582891
A11_02,47,M,1,United States of America,0.0,0,0.80021644
A09_15,22,M,0,Romania,0.0,0,0.9496528
A14_14,55,M,1,United States of America,0.0,0,0.58661765
A19_04,28,F,2,United States of America,1.0,1,0.62137616
A07_01,26,F,1,United States of America,0.0,0,0.6490743
A14_03,28,M,2,United States of America,1.0,1,0.7889776
A18_15,33,M,1,United States of America,0.0,0,0.9193665
A08_06,61,F,1,Canada,0.0,1,0.66703534
A10_04,22,M,2,United States of America,0.0,0,0.7680638
A20_07,26,F,1,United States of America,1.0,0,0.7276922
A05_09,21,F,0,Canada,0.0,0,0.99385047
A12_04,20,F,3,United States of America,1.0,1,0.89725995
A06_06,20,F,3,United States of America,1.0,1,0.8218397
A12_02,20,M,0,Saudi Arabia,0.0,0,0.96871644
A03_06,18,F,2,United States of America,0.0,0,0.53382087
A13_01,33,M,2,United States of America,1.0,0,0.9152888
A11_13,41,F,1,United States of America,0.0,1,0.7436729
A19_10,25,M,0,United Kingdom,0.0,0,0.84367377
A09_11,18,F,2,United States of America,0.0,1,0.54767346
A03_08,37,F,1,United States of America,1.0,1,0.7869978
A10_08,20,F,1,United States of America,0.0,0,0.90467685
A14_11,24,M,0,Phillipines,0.0,0,0.55720365
A19_10,41,F,1,United States of America,1.0,1,0.77375066
A07_03,38,M,2,United States of America,1.0,1,0.84497654
A10_14,52,F,0,United Kingdom,1.0,1,0.9564197
A15_04,33,M,1,United States of America,0.0,0,0.5908361
A18_12,20,F,3,United States of America,1.0,1,0.8861112
A07_05,23,M,0,Singapore,1.0,1,0.5684624
A14_10,27,F,1,United States of America,1.0,0,0.82360816
A19_10,36,M,1,India,0.0,1,0.8188256
A17_15,33,F,2,United Kingdom,1.0,0,0.53609556
A13_05,25,F,1,United Kingdom,0.0,0,0.8338676
A05_05,30,F,2,United Kingdom,1.0,0,0.78615314
A03_07,57,F,0,United States of America,0.0,0,0.91310024
A18_03,18,F,0,United States of America,0.0,1,0.58494216
A14_04,21,F,1,United Kingdom,0.0,0,0.8546839
A17_13,21,F,0,Canada,0.0,0,0.64829177
A18_07,21,F,1,Canada,0.0,0,0.97109747
A09_15,30,M,3,United States of America,1.0,1,0.97566754
A19_08,21,F,0,Canada,0.0,0,0.5737197
A13_07,48,M,1,Canada,1.0,1,0.9989151
A02_08,33,M,1,United States of America,0.0,0,0.706585
A11_03,30,F,1,Canada,0.0,0,0.7703239
A15_10,32,M,0,United States of America,1.0,1,0.79761684
A10_10,30,F,1,United Kingdom,0.0,0,0.85185534
A02_08,22,M,2,United States of America,0.0,1,0.8096351
A07_02,33,F,2,United States of America,0.0,0,0.7988141
A13_14,61,F,1,Canada,1.0,1,0.9204757
A17_08,26,F,1,United States of America,0.0,0,0.5181733
A03_15,37,F,1,United States of America,1.0,1,0.7839237
A08_13,22,F,0,United Kingdom,1.0,1,0.801149
A06_11,28,M,2,United States of America,1.0,1,0.86102533
A13_03,49,M,0,United States of America,0.0,1,0.5602975
A19_05,19,F,2,Canada,0.0,1,0.6514936
A08_06,32,F,1,United States of America,0.0,0,0.57251614
A01_05,21,F,0,Canada,1.0,1,0.5634385
A03_14,55,M,1,United States of America,0.0,0,0.6636697
A03_02,24,M,1,United Kingdom,0.0,0,0.89050376
A05_07,22,M,0,India,1.0,1,1.0
A07_15,18,F,0,United States of America,1.0,1,0.9919744
A01_09,33,F,0,United States of America,1.0,1,0.83005375
A07_04,20,F,1,United States of America,0.0,0,0.7934523
A07_08,22,M,1,United States of America,0.0,0,0.9611963
A19_07,34,F,1,Czech Republic,0.0,0,0.6226714
A18_10,25,M,0,United States of America,1.0,1,0.74048245
A19_08,19,F,2,Canada,1.0,1,0.8435056
A08_08,20,F,3,United States of America,0.0,1,0.8965897
A09_10,25,F,1,United Kingdom,0.0,0,0.8168511
A16_15,23,M,2,United States of America,0.0,0,0.8808863
A17_13,37,M,1,United Kingdom,1.0,1,0.9908813
