AdId,Age,Gender,Income,Homecountry,Rating,pred_rating,pred_confidence
A18_09,32,F,1,United States of America,0.0,0,0.7808533
A17_09,34,F,2,United Kingdom,0.0,0,0.5564364
A19_01,18,F,0,United States of America,0.0,0,0.76478726
A20_03,31,F,0,United Kingdom,0.0,0,0.5724211
A17_02,21,F,1,Canada,0.0,0,0.9985189
A13_03,32,M,2,United States of America,0.0,0,0.89627206
A16_11,21,F,0,Canada,1.0,0,0.5948291
A14_01,21,F,0,Canada,0.0,0,0.78738725
A15_12,35,F,3,United States of America,1.0,1,0.9933956
A20_11,20,F,3,United States of America,1.0,1,0.61576754
A12_11,30,F,1,Canada,0.0,0,0.7905661
A19_04,25,F,1,United Kingdom,0.0,0,0.9008463
A15_15,22,M,1,United States of America,1.0,0,0.79822266
A04_08,66,M,1,United States of America,0.0,0,0.71416605
A01_12,35,M,2,Canada,0.0,0,0.8008024
A17_10,30,F,1,Canada,1.0,0,0.7949115
A15_13,19,F,3,United States of America,0.0,0,0.9172949
A10_03,43,F,2,Canada,1.0,0,0.7155073
A10_09,36,F,2,United States of America,0.0,0,0.69408345
A19_10,21,F,0,United States of America,0.0,0,0.69975877
A07_04,25,F,1,United Kingdom,0.0,0,0.871404
A10_01,19,M,3,Canada,0.0,1,0.5931891
A15_12,26,F,1,United States of America,1.0,0,0.5724211
A06_07,22,F,1,United Kingdom,1.0,1,0.8047631
A02_13,68,F,1,United States of America,1.0,1,0.71269447
A07_13,18,F,0,United States of America,1.0,1,0.80392605
A20_08,19,F,3,United States of America,0.0,0,0.92243344
A11_04,21,F,0,United States of America,0.0,0,0.5788169
A13_08,33,F,2,United Kingdom,1.0,0,0.5029496
A13_13,26,F,1,India,1.0,1,0.8453726
A02_11,33,M,1,United States of America,0.0,0,0.8787807
A17_05,33,F,2,United Kingdom,0.0,0,0.59344983
A07_10,35,F,3,United States of America,1.0,1,0.99706286
A04_11,26,F,1,United States of America,1.0,0,0.5724211
A05_15,21,F,0,Canada,1.0,0,0.5724211
A11_01,38,M,2,United States of America,1.0,1,0.8189259
A20_14,21,F,0,Canada,1.0,0,0.61579424
A06_07,36,F,2,United States of America,1.0,0,0.6959078
A10_11,20,F,3,United States of America,0.0,1,0.5242176
A19_01,31,M,1,United States of America,0.0,0,0.76759934
A08_07,26,F,0,India,0.0,0,0.55097896
A04_02,24,F,1,United Kingdom,0.0,0,0.6904615
A09_14,33,F,0,United States of America,1.0,1,0.9527067
A14_01,61,F,1,Canada,0.0,0,0.6852788
A09_04,27,F,1,United States of America,1.0,0,0.60770094
A10_08,18,F,2,United States of America,0.0,0,0.70389265
A09_06,27,F,2,United Kingdom,1.0,1,0.96102
A02_14,20,F,3,United States of America,1.0,1,0.8003393
A12_13,32,F,1,United States of America,0.0,0,0.80219835
A20_15,18,F,2,United States of America,0.0,0,0.7084042
A07_15,21,F,1,Canada,0.0,0,0.9859657
A08_09,22,M,0,Romania,0.0,0,0.75741845
A03_04,30,F,1,United Kingdom,1.0,0,0.54643685
A11_05,28,F,2,United States of America,0.0,1,0.639449
A11_10,26,F,1,Slovenia,0.0,0,0.8542009
A18_08,37,M,1,United Kingdom,1.0,1,0.970916
A14_03,19,M,0,Italy,1.0,1,0.73842496
A19_01,29,M,1,United States of America,1.0,1,0.99387
A17_09,23,M,2,United States of America,0.0,0,0.54547983
A17_15,52,F,0,United Kingdom,1.0,1,0.95717007
A11_09,23,M,2,United States of America,0.0,1,0.63188034
A17_08,26,F,1,United States of America,0.0,0,0.8747154
A14_01,20,F,1,United States of America,1.0,0,0.86569625
A08_03,21,F,0,Canada,0.0,0,0.59780407
A12_01,25,M,1,United States of America,1.0,0,0.5724211
A20_03,21,F,1,Canada,0.0,0,0.9952179
A13_05,21,F,0,Canada,0.0,0,0.78738725
A11_08,34,F,1,India,1.0,1,0.95101374
A03_11,32,F,1,United States of America,0.0,0,0.9659421
A12_12,22,M,0,Romania,0.0,0,0.84571487
A02_03,34,F,1,Czech Republic,0.0,1,0.5153328
A12_06,66,M,1,United States of America,0.0,0,0.7391884
A10_02,18,F,0,United States of America,0.0,1,0.64901537
A13_11,48,M,1,Canada,1.0,1,0.9182061
A10_09,62,F,1,United States of America,0.0,0,0.8340718
A01_13,22,M,1,United States of America,0.0,0,0.6587146
A03_01,19,M,0,Italy,0.0,1,0.73842496
A10_13,26,F,1,United States of America,0.0,0,0.90019166
A06_12,22,M,0,India,1.0,1,0.99173814
A09_08,25,F,1,United States of America,0.0,0,0.6849836
A03_01,23,M,2,United States of America,0.0,0,0.7384605
A01_13,32,F,1,United Kingdom,0.0,0,0.6360512
A06_03,18,F,0,United States of America,1.0,1,0.54588854
A08_05,22,M,0,India,1.0,1,0.9800378
A06_08,30,M,3,United States of America,1.0,1,0.99113
A17_06,22,M,1,United States of America,0.0,0,0.9157541
A12_11,24,M,1,United States of America,0.0,0,0.5071279
A19_11,34,F,2,United Kingdom,0.0,1,0.72295
A19_13,47,M,1,United States of America,0.0,0,0.91909486
A08_12,18,F,1,United States of America,0.0,0,0.8718829
A03_10,23,M,2,United States of America,0.0,0,0.78330743
A09_08,23,M,2,United States of America,0.0,0,0.6141721
A13_06,34,F,1,Czech Republic,1.0,1,0.8289435
A19_09,31,F,0,United Kingdom,1.0,1,0.5761146
A08_11,27,F,1,United States of America,0.0,0,0.67471236
A08_10,37,F,1,United States of America,0.0,1,0.721086
A17_08,32,M,2,United States of America,0.0,0,0.9161662
A19_14,47,M,1,United States of America,0.0,0,0.9760759
A01_09,33,F,2,United States of America,1.0,0,0.7350912
A04_05,25,M,1,United States of America,0.0,0,0.5724211
A18_14,30,F,2,United Kingdom,0.0,0,0.70321065
A01_07,30,F,2,United States of America,1.0,1,0.9999999
A08_11,35,M,2,Canada,0.0,0,0.7386282
A17_04,36,F,2,United States of America,0.0,0,0.76324475
A06_10,24,M,1,United Kingdom,0.0,0,0.7843479
A10_15,28,M,2,United States of America,1.0,1,0.67683065
A08_03,29,M,1,United States of America,1.0,1,0.99387
A01_14,38,M,2,United States of America,1.0,1,0.7162397
A06_12,37,F,1,United States of America,1.0,1,0.7857605
A04_08,24,M,1,United Kingdom,0.0,0,0.7844881
A16_08,32,F,1,United States of America,0.0,0,0.8738676
A08_01,21,F,0,United States of America,1.0,0,0.5788169
A08_06,48,M,1,Canada,1.0,1,0.9866716
A07_11,28,F,3,United States of America,0.0,1,0.53940547
A14_04,64,M,1,United States of America,0.0,0,0.68026966
A19_10,68,F,1,United States of America,0.0,1,0.7733703
A03_10,27,F,1,United States of America,0.0,1,0.5772157
A05_11,21,F,0,Canada,1.0,0,0.565827
A20_15,26,F,1,United States of America,0.0,0,0.9706633
A12_01,32,F,1,United States of America,0.0,0,0.747116
A02_12,25,F,1,United Kingdom,0.0,0,0.9684532
A17_10,61,F,1,Canada,1.0,0,0.724278
A09_07,18,F,0,United States of America,0.0,0,0.78446805
A19_15,31,F,1,Canada,0.0,1,0.80696
A20_03,22,M,0,India,1.0,1,0.98045874
A05_05,24,M,0,Phillipines,0.0,0,0.90560967
A05_11,36,F,2,United States of America,0.0,0,0.66704994
A05_01,24,F,1,Great Britain,0.0,0,0.9308971
A01_15,31,F,1,United Kingdom,1.0,0,0.6337107
A02_01,22,M,2,United States of America,0.0,0,0.7713352
A08_15,21,F,0,Canada,0.0,0,0.7290596
A05_12,26,F,1,United States of America,1.0,0,0.9105287
A06_05,35,F,1,United Kingdom,1.0,1,0.84584355
A07_08,32,F,1,United Kingdom,0.0,0,0.9496402
A05_01,40,M,1,United States of America,1.0,0,0.8212513
A04_12,24,M,0,Phillipines,0.0,0,0.8634034
A10_01,25,M,0,United Kingdom,0.0,0,0.842138
A03_13,22,M,1,United States of America,0.0,0,0.99104214
A18_01,25,M,0,United States of America,1.0,0,0.5861693
A04_12,24,F,1,United Kingdom,1.0,0,0.717594
A09_06,25,M,0,United Kingdom,0.0,0,0.9201835
A16_04,26,F,1,India,0.0,1,0.8227459
A11_13,27,F,2,United Kingdom,1.0,1,0.9724835
A17_11,57,F,1,United States of America,0.0,0,0.84930885
A15_12,32,F,1,United States of America,0.0,0,0.63711184
A19_11,49,M,0,United States of America,1.0,0,0.6681105
A07_06,47,M,1,United States of America,0.0,0,0.9660736
A02_07,26,F,1,India,1.0,1,0.8176684
A04_15,57,F,1,United States of America,0.0,0,0.98080003
A18_02,28,F,3,United States of America,1.0,1,0.68899393
A13_01,21,F,0,United States of America,0.0,0,0.5724211
A16_07,22,F,0,United Kingdom,0.0,1,0.6901916
A01_07,28,F,3,United States of America,1.0,1,0.81603897
A09_08,34,F,2,United Kingdom,0.0,1,0.5121396
A19_12,26,F,1,United States of America,0.0,0,0.98301667
A09_07,19,F,3,United States of America,0.0,0,0.9716632
A13_10,28,F,2,United States of America,1.0,1,0.82757396
A14_08,18,F,0,United States of America,1.0,1,0.7810771
A15_11,22,M,1,United States of America,0.0,0,0.8398053
A09_08,26,F,1,India,1.0,1,0.7920206
A17_13,19,M,0,Italy,0.0,0,0.5486663
A12_02,31,M,1,United States of America,0.0,0,0.8301946
A01_15,39,F,1,United States of America,1.0,0,0.5724211
A20_06,40,M,1,United States of America,0.0,0,0.9751406
A13_06,33,M,2,United States of America,0.0,0,0.9850116
A12_15,26,F,0,India,1.0,0,0.60679066
A05_01,40,F,1,United States of America,1.0,0,0.5724211
A09_14,18,F,2,United States of America,0.0,0,0.5919724
A18_06,35,F,3,United States of America,1.0,1,0.9862618
A05_01,66,M,1,United States of America,0.0,0,0.688902
A06_04,32,F,1,United Kingdom,1.0,0,0.8707467
A20_01,20,F,3,United States of America,0.0,1,0.75603485
A04_09,32,F,1,United States of America,1.0,1,0.5410343
A03_02,19,M,0,Italy,0.0,1,0.73842496
A08_08,28,M,2,United States of America,0.0,1,0.6646867
A18_09,25,F,1,United States of America,0.0,0,0.69310284
A12_14,52,F,0,United Kingdom,0.0,1,0.9496853
A01_03,28,F,1,United States of America,0.0,0,0.97348696
A20_07,18,F,0,United States of America,0.0,0,0.7216841
A04_02,19,F,2,Canada,1.0,1,0.93520266
A07_15,19,F,2,Canada,1.0,1,0.9402102
A04_14,41,F,1,United States of America,0.0,0,0.69272083
A20_04,23,M,2,United States of America,0.0,0,0.72546595
A02_09,32,M,2,United States of America,0.0,0,0.9139013
A01_14,26,F,1,India,0.0,1,0.777622
A07_09,36,M,1,India,1.0,1,0.99637824
A08_05,30,M,3,United States of America,1.0,1,0.97020096
A02_14,40,M,1,United States of America,0.0,0,0.9667506
A03_06,47,M,1,United States of America,0.0,0,0.9732721
A03_14,24,M,0,Phillipines,0.0,0,0.8684954
A12_03,20,F,3,United States of America,1.0,1,0.75681037
A06_12,33,F,2,United States of America,1.0,1,0.8300708
A06_11,27,F,1,United States of America,0.0,0,0.63677317
A19_05,24,M,1,United States of America,1.0,1,0.5888743
A08_01,66,M,1,United States of America,1.0,0,0.688902
A18_08,27,F,1,United States of America,0.0,0,0.6737342
A20_01,33,F,2,United States of America,0.0,0,0.8232657
A07_08,49,M,0,United States of America,0.0,0,0.8563318
A18_01,22,F,0,United Kingdom,0.0,1,0.57566416
A04_08,52,F,0,United Kingdom,1.0,1,0.93846625
A15_08,34,F,1,Czech Republic,1.0,1,0.5615362
A15_09,31,F,1,United Kingdom,0.0,0,0.5966348
A19_02,24,M,0,Phillipines,0.0,0,0.8912037
A13_13,31,F,0,United Kingdom,1.0,1,0.7436899
A07_03,25,M,0,United Kingdom,0.0,0,0.8764005
A14_13,28,F,3,United States of America,1.0,1,0.77281153
A01_03,20,F,3,United States of America,0.0,1,0.7669255
A19_15,21,F,0,Canada,1.0,0,0.5586909
A08_14,37,F,1,United States of America,0.0,1,0.7484235
A13_05,47,M,1,United States of America,0.0,0,0.9247435
A13_02,19,F,2,Canada,1.0,1,0.5745686
A14_03,66,M,1,United States of America,0.0,0,0.688902
A02_05,28,M,2,United States of America,1.0,1,0.5173962
A10_01,28,M,2,United States of America,0.0,1,0.5173962
A06_09,34,F,2,United Kingdom,1.0,1,0.78182167
A18_06,26,F,0,India,1.0,1,0.50787604
A08_10,31,M,1,United States of America,0.0,0,0.8276617
A06_02,28,F,1,United States of America,0.0,0,0.96926147
A13_11,24,F,1,Great Britain,0.0,0,0.95506936
A03_06,52,F,3,United States of America,1.0,1,0.6565522
A10_09,33,M,1,United States of America,0.0,0,0.884812
A03_12,30,F,1,United Kingdom,0.0,0,0.64282507
A16_01,27,F,2,United Kingdom,0.0,1,0.9538874
A10_15,27,F,1,United States of America,0.0,1,0.5709887
A19_10,25,M,0,United Kingdom,0.0,0,0.9492174
A10_14,27,F,1,United States of America,1.0,0,0.63700575
A15_09,26,F,1,Slovenia,0.0,0,0.9247578
A14_10,37,F,1,United States of America,1.0,1,0.71901816
A08_06,26,F,1,India,1.0,1,0.8147969
A04_12,20,F,3,United States of America,1.0,1,0.62238806
A08_15,24,F,1,United Kingdom,0.0,0,0.7453656
A16_06,18,F,0,United States of America,1.0,1,0.8815478
A14_06,56,F,0,United States of America,0.0,1,0.5856113
A04_02,24,F,1,Great Britain,0.0,0,0.9308971
A02_13,19,M,3,Canada,1.0,1,0.8130547
A10_12,25,M,0,United States of America,0.0,0,0.6091383
A18_04,28,F,2,United States of America,0.0,1,0.60918236
A09_04,55,M,1,United States of America,1.0,0,0.5379855
A09_03,49,M,0,United States of America,0.0,0,0.6067351
A06_14,22,F,0,United Kingdom,1.0,1,0.8682486
A09_13,26,F,1,United States of America,1.0,0,0.7063096
A13_06,20,M,0,Saudi Arabia,0.0,0,0.96946186
A06_11,20,M,0,Saudi Arabia,0.0,0,0.92701083
A04_02,19,F,3,United States of America,0.0,0,0.8021383
A01_04,21,F,0,United States of America,0.0,0,0.5788169
A12_15,21,F,0,Canada,1.0,0,0.663332
A02_11,41,F,1,United States of America,0.0,0,0.69919413
A04_10,21,F,0,Canada,1.0,0,0.56242937
A07_07,24,M,0,Phillipines,0.0,0,0.99455345
A19_03,21,F,0,United States of America,0.0,0,0.5788169
A05_12,19,M,0,Italy,1.0,0,0.5433499
A10_07,30,F,1,Canada,0.0,0,0.7848606
A18_04,32,F,1,United States of America,0.0,0,0.85764706
A13_13,47,M,1,United States of America,0.0,0,0.9957124
A17_09,21,F,0,United States of America,0.0,0,0.6762924
A13_13,55,F,2,United States of America,0.0,0,0.5724211
A11_09,22,M,2,United States of America,0.0,0,0.57609326
A11_12,21,F,0,Canada,1.0,0,0.55775386
A18_14,32,M,0,United States of America,1.0,1,0.96559227
A03_07,33,M,1,United States of America,0.0,0,0.9573547
A06_09,40,M,1,United States of America,1.0,0,0.7293749
A09_01,28,F,3,United States of America,1.0,0,0.7304961
A01_06,18,F,2,United States of America,0.0,0,0.66307086
A18_12,27,F,1,United States of America,0.0,0,0.743539
A04_05,35,F,1,United Kingdom,1.0,1,0.83910257
A08_14,22,M,0,Romania,0.0,0,0.7785884
A13_12,23,M,2,United States of America,0.0,0,0.56418675
A05_02,39,M,2,Canada,1.0,0,0.542527
A10_15,23,M,2,United States of America,1.0,1,0.66050076
A02_04,46,F,0,United States of America,0.0,0,0.7030856
A07_14,28,M,2,United States of America,1.0,1,0.779404
A16_05,21,F,1,United Kingdom,0.0,0,0.80708086
A01_09,62,F,1,United States of America,0.0,0,0.8647766
A20_01,35,M,2,Canada,0.0,0,0.55201787
A08_08,32,F,1,United States of America,0.0,0,0.7812667
A12_13,52,F,3,United States of America,1.0,1,0.8033384
A06_12,28,M,2,United States of America,1.0,1,0.8903052
A16_13,21,F,0,Canada,1.0,0,0.66169447
A02_14,24,M,0,Phillipines,0.0,0,0.9076135
A11_05,20,M,0,Saudi Arabia,0.0,0,0.92840785
A12_15,21,F,0,Canada,0.0,0,0.7731331
A07_11,32,F,1,United States of America,0.0,1,0.7012384
A02_02,31,M,1,United States of America,0.0,0,0.75799024
A19_13,20,F,3,United States of America,1.0,0,0.5789512
A08_09,31,F,0,United Kingdom,0.0,1,0.52471733
A04_09,28,F,1,United States of America,0.0,0,0.9341297
A18_06,30,F,1,Canada,1.0,0,0.7654785
A02_01,19,F,3,United States of America,0.0,0,0.8021383
A09_07,22,F,1,United Kingdom,0.0,0,0.7629272
A01_15,36,F,2,United States of America,1.0,0,0.8313882
A07_05,43,F,2,Canada,0.0,0,0.69351333
A13_13,23,M,2,Canada,0.0,0,0.54230064
A09_06,33,F,2,United Kingdom,1.0,0,0.597784
A17_02,32,F,1,United States of America,0.0,0,0.7437127
A12_13,28,F,3,United States of America,0.0,0,0.54706305
A15_06,20,F,3,United States of America,1.0,1,0.95541525
A18_03,28,F,1,United States of America,0.0,0,0.9721706
A14_01,19,M,0,Italy,1.0,1,0.73842496
A04_06,38,M,2,United States of America,0.0,1,0.73431116
A04_13,24,F,0,Singapore,0.0,0,0.94740754
A12_05,23,M,2,Canada,0.0,0,0.56911474
A01_01,68,F,1,United States of America,1.0,1,0.7809758
A12_06,18,M,2,United Kingdom,1.0,1,0.98932517
A03_08,55,F,2,United States of America,1.0,0,0.5724211
A08_11,38,M,2,United States of America,1.0,1,0.71101767
A07_08,18,F,2,United States of America,0.0,0,0.7509059
A05_15,23,M,2,United States of America,0.0,0,0.7192473
A16_13,24,F,0,Singapore,0.0,0,0.89308906
A13_12,19,F,2,Canada,1.0,1,0.91487414
A17_15,49,M,0,Canada,0.0,0,0.91950005
A06_09,21,F,1,Canada,0.0,0,0.9644109
A03_13,37,F,1,United States of America,0.0,1,0.75607115
A06_05,62,F,1,United States of America,0.0,0,0.8410016
A06_06,21,F,1,United Kingdom,1.0,1,0.68442476
A08_03,22,M,0,Romania,0.0,0,0.71381444
A02_13,24,M,1,United States of America,1.0,1,0.7493752
A13_01,25,M,1,United States of America,1.0,0,0.5724211
A08_12,26,F,0,India,0.0,0,0.51237255
A09_07,22,M,2,United States of America,0.0,0,0.753273
A12_14,25,M,0,United States of America,0.0,0,0.7854408
A11_09,21,F,0,United States of America,0.0,0,0.6237596
A09_07,31,F,1,Canada,1.0,1,0.6394334
A05_06,23,M,2,United States of America,0.0,0,0.69755185
A02_09,27,F,2,United Kingdom,0.0,1,0.8426017
A02_06,22,M,0,Romania,0.0,0,0.7563166
A07_02,33,M,1,United States of America,1.0,0,0.6995042
A12_06,55,F,2,United States of America,1.0,0,0.5724211
A01_12,24,F,0,Singapore,0.0,0,0.91416454
A15_04,18,M,2,United Kingdom,1.0,1,0.9928011
A11_02,21,F,1,United Kingdom,0.0,0,0.77360404
A06_04,57,F,1,United States of America,0.0,0,0.9294324
A18_02,28,F,3,United States of America,0.0,0,0.7113923
A06_12,28,F,2,United States of America,1.0,1,0.7583056
A09_11,24,F,0,Singapore,0.0,0,0.9021638
A13_09,22,M,1,United States of America,1.0,1,0.79097193
A13_14,33,M,2,United States of America,0.0,0,0.99946326
A06_09,52,F,3,United States of America,1.0,1,0.7956914
A08_13,34,F,2,United States of America,0.0,0,0.9397776
A07_04,30,M,3,United States of America,1.0,1,0.9768921
A11_08,41,F,1,United States of America,0.0,0,0.6540609
A08_03,43,F,2,Canada,0.0,0,0.69351333
A01_08,64,M,1,United States of America,0.0,0,0.6666913
A16_06,31,M,1,United States of America,1.0,0,0.92889607
A11_13,21,F,1,United Kingdom,1.0,1,0.81334937
A14_09,23,M,2,United States of America,0.0,1,0.65897334
A07_05,25,M,1,United States of America,1.0,0,0.5724211
A03_11,25,M,0,United States of America,0.0,0,0.78093696
A02_03,36,M,1,India,1.0,1,0.9289641
A14_07,33,F,2,United Kingdom,0.0,0,0.58446115
A02_05,19,F,2,Canada,1.0,1,0.93520266
A13_07,56,F,0,United States of America,1.0,1,0.63263905
A15_10,25,M,0,United Kingdom,0.0,0,0.79074216
A20_04,32,F,1,United States of America,0.0,0,0.89071125
A10_14,31,M,1,United States of America,0.0,0,0.8461556
A08_02,30,F,2,United Kingdom,0.0,0,0.8867837
A01_06,22,M,1,United States of America,0.0,0,0.8204512
A20_10,35,M,1,United States of America,0.0,0,0.9987174
A03_01,22,M,0,India,1.0,1,0.9904755
A15_14,23,M,2,United States of America,0.0,0,0.7519676
A10_13,21,F,0,United States of America,0.0,0,0.7303863
A09_13,46,F,0,United States of America,1.0,0,0.74537796
A18_03,32,F,1,United States of America,0.0,0,0.75782615
A06_14,25,F,1,United Kingdom,0.0,0,0.96510094
A02_14,21,F,0,Canada,0.0,0,0.7089841
A06_10,27,F,2,United Kingdom,1.0,1,0.9437958
A13_09,33,M,1,United States of America,0.0,0,0.9856329
A02_02,22,M,2,United States of America,0.0,0,0.7724875
A14_10,61,F,1,Canada,0.0,0,0.72019523
A15_01,36,M,1,India,1.0,1,0.9289641
A08_11,18,F,0,United States of America,0.0,0,0.8576616
A01_04,24,F,0,Singapore,0.0,0,0.8640066
A01_06,18,F,0,United States of America,0.0,0,0.94539136
A07_07,41,F,1,United States of America,0.0,0,0.8245071
A16_05,30,F,2,United States of America,1.0,1,0.9998703
A10_02,18,M,2,Slovenia,1.0,0,0.5724211
A19_08,26,F,1,United States of America,0.0,0,0.88179183
A05_01,30,F,2,United States of America,1.0,1,0.99981135
A02_08,33,M,1,United States of America,0.0,0,0.70070255
A01_10,32,M,0,United States of America,1.0,1,0.9736018
A18_02,28,M,2,United States of America,1.0,0,0.50308317
A02_06,19,F,2,Canada,1.0,1,0.8557191
A12_03,43,F,2,Canada,1.0,0,0.7155073
A08_02,21,F,1,Canada,0.0,0,0.9970663
A09_11,24,M,1,United States of America,0.0,0,0.5505805
A02_07,37,F,1,United States of America,0.0,1,0.73566324
A02_11,37,M,1,United Kingdom,1.0,1,0.9844177
A10_14,56,F,0,United States of America,1.0,0,0.5229943
A11_10,56,F,0,United States of America,1.0,0,0.50153005
A05_07,24,F,1,United Kingdom,1.0,0,0.6253712
A02_14,38,F,1,United States of America,1.0,1,0.9037161
A11_12,28,F,3,United States of America,0.0,1,0.82618874
A05_09,49,M,0,United States of America,0.0,0,0.6927793
A14_02,24,M,1,United States of America,1.0,1,0.74771386
A03_07,22,F,1,United Kingdom,1.0,1,0.7242569
A11_14,26,F,0,India,1.0,1,0.57783955
A07_10,34,F,2,United Kingdom,1.0,1,0.8227149
A14_09,61,F,1,Canada,0.0,0,0.54961956
A18_02,26,F,1,India,0.0,1,0.829247
A08_11,29,M,1,United States of America,1.0,1,0.9831163
A20_03,30,F,2,United States of America,1.0,1,0.9999176
A14_11,32,F,1,United States of America,0.0,1,0.6102847
A15_08,57,F,0,United States of America,1.0,0,0.5724211
A17_02,52,F,3,United States of America,1.0,1,0.7722881
A04_14,62,F,1,United States of America,1.0,0,0.8135645
A11_07,19,F,3,United States of America,0.0,0,0.861094
A05_06,31,F,1,Canada,1.0,1,0.81652284
A13_12,24,M,1,United States of America,1.0,1,0.84353
A14_01,22,M,0,Romania,0.0,0,0.71381444
A07_02,23,M,0,Singapore,1.0,0,0.5791538
A10_12,64,M,1,United States of America,1.0,0,0.6393706
A03_06,56,F,0,United States of America,0.0,0,0.5533199
A09_05,61,F,1,Canada,0.0,0,0.69818306
A16_15,33,M,1,United States of America,0.0,0,0.9631656
A05_14,27,F,1,United States of America,1.0,1,0.60547525
A15_04,57,F,0,United States of America,0.0,0,0.5724211
A15_15,64,M,1,United States of America,1.0,0,0.5208338
A15_10,64,M,1,United States of America,1.0,0,0.66900766
A18_03,33,M,2,United States of America,0.0,0,0.9664588
A16_08,22,M,2,United States of America,0.0,0,0.51767385
A07_03,38,F,1,United States of America,1.0,1,0.5919457
A16_02,31,M,1,United States of America,1.0,0,0.7505435
A06_07,20,F,3,United States of America,1.0,1,0.8808592
A13_12,28,F,2,United States of America,0.0,1,0.6596498
A09_07,32,F,1,United States of America,0.0,0,0.91077656
A04_12,33,F,0,United States of America,1.0,1,0.8832386
A03_08,34,F,2,United Kingdom,1.0,0,0.5107366
A20_06,22,M,0,Romania,0.0,0,0.83641386
A15_09,18,F,1,United States of America,0.0,0,0.9225055
A03_08,26,F,1,United States of America,0.0,0,0.8064736
A05_05,28,F,1,United States of America,0.0,0,0.97348696
A18_10,55,M,1,United States of America,1.0,0,0.6274491
A02_14,28,F,1,United States of America,0.0,0,0.96725386
A16_12,18,M,2,Slovenia,0.0,0,0.6471897
A07_10,27,F,1,United States of America,1.0,1,0.51571435
A17_03,25,M,0,United States of America,1.0,1,0.51684546
A07_06,27,F,1,United States of America,1.0,1,0.54521644
A09_15,26,F,0,India,1.0,0,0.5061855
A09_10,24,M,0,Phillipines,0.0,0,0.8800028
A02_02,52,F,0,United Kingdom,1.0,1,0.93969303
A05_06,18,M,2,Slovenia,1.0,0,0.648389
A16_04,19,F,2,Canada,1.0,1,0.9796194
A14_14,22,F,1,United Kingdom,0.0,0,0.6398126
A13_02,28,F,2,United States of America,1.0,1,0.65278244
A13_15,52,F,3,United States of America,0.0,1,0.717807
A20_09,52,F,0,United Kingdom,0.0,1,0.872373
A18_07,37,M,1,United Kingdom,1.0,1,0.9855474
A17_10,21,F,0,United States of America,1.0,0,0.62430453
