AdId,Age,Gender,Income,Homecountry,Rating,pred_rating,pred_confidence
A18_10,18,F,0,United States of America,1.0,1,0.9730498
A16_10,32,F,1,United States of America,0.0,0,0.83602244
A02_02,19,F,3,United States of America,0.0,0,0.82338107
A14_05,24,F,0,Singapore,1.0,0,0.73161334
A04_09,32,M,0,United States of America,1.0,1,0.9791732
A10_14,37,F,1,United States of America,1.0,1,0.77034414
A14_04,18,F,0,United States of America,1.0,0,0.79961264
A04_05,27,F,2,United Kingdom,1.0,1,0.9236751
A16_08,31,M,1,United States of America,1.0,0,0.9176198
A09_09,26,F,1,United States of America,0.0,0,0.5078545
A09_06,26,F,1,United States of America,0.0,0,0.82010275
A19_06,32,M,0,United States of America,0.0,1,0.79934907
A03_07,28,F,3,United States of America,0.0,1,0.51679295
A01_01,55,M,1,United States of America,0.0,1,0.5423991
A08_10,27,F,2,United Kingdom,1.0,1,0.9160416
A18_04,27,F,1,United States of America,0.0,0,0.52330744
A18_01,22,F,1,United Kingdom,1.0,1,0.86633265
A06_14,18,F,1,United States of America,1.0,1,0.55592173
A03_06,25,M,0,United Kingdom,0.0,0,0.96886784
A03_01,34,F,2,United Kingdom,0.0,1,0.50995123
A13_03,35,F,3,United States of America,0.0,0,0.7189369
A18_01,57,F,1,United States of America,0.0,0,0.8419817
A01_13,30,F,2,United States of America,1.0,1,0.9999851
A05_07,57,F,1,United States of America,0.0,0,0.79920304
A17_08,32,M,0,United States of America,0.0,1,0.7898766
A10_07,22,M,0,Romania,0.0,0,0.5931889
A11_09,57,F,1,United States of America,1.0,0,0.7965135
A11_09,30,F,2,United States of America,1.0,1,0.99993825
A17_10,61,F,1,Canada,0.0,0,0.6290991
A12_15,29,M,1,United States of America,1.0,0,0.5129427
A14_06,33,F,2,United Kingdom,1.0,1,0.65387195
A05_13,18,M,2,Slovenia,0.0,0,0.68778014
A18_11,32,F,1,United States of America,0.0,0,0.620297
A02_08,34,F,1,India,1.0,1,0.9399427
A13_03,33,M,2,United States of America,0.0,0,0.931884
A03_15,32,F,1,United States of America,0.0,0,0.9549953
A10_01,35,F,1,United Kingdom,1.0,1,0.81002396
A07_10,32,F,1,United Kingdom,0.0,0,0.8106629
A04_05,28,F,2,United States of America,0.0,1,0.6137513
A06_07,61,F,1,Canada,0.0,1,0.6055631
A02_02,19,M,3,Canada,1.0,1,0.7066002
A17_01,19,F,2,Canada,0.0,1,0.97443527
A08_02,23,M,2,United States of America,0.0,0,0.698909
A12_06,18,M,2,Slovenia,0.0,0,0.9314513
A20_11,24,F,1,Great Britain,0.0,0,0.8831578
A12_12,23,M,2,United States of America,0.0,0,0.6917505
A12_10,25,M,0,United States of America,0.0,0,0.9366755
A17_06,30,F,2,United Kingdom,0.0,0,0.9999467
A17_08,39,M,2,Canada,0.0,1,0.56047255
A12_01,66,M,1,United States of America,0.0,0,0.58799165
A05_11,27,F,2,United Kingdom,1.0,1,0.8642858
A06_02,18,F,2,United States of America,1.0,0,0.7035918
A12_06,21,F,0,Canada,0.0,0,0.78394496
A01_14,41,F,1,United States of America,1.0,0,0.76771075
A16_10,25,F,1,United States of America,0.0,0,0.78108287
A02_05,18,M,2,Slovenia,1.0,0,0.5565319
A04_10,32,F,1,United States of America,0.0,0,0.73987293
A03_11,28,F,2,United States of America,1.0,0,0.5127521
A05_05,24,F,0,Singapore,0.0,0,0.73161334
A02_15,55,M,1,United States of America,0.0,1,0.5070654
A18_08,20,F,3,United States of America,0.0,1,0.5088707
A18_08,27,F,1,United States of America,0.0,1,0.6723867
A14_04,26,F,0,India,1.0,1,0.5998225
A12_05,33,M,1,United States of America,0.0,0,0.79849905
A10_09,20,F,1,United States of America,0.0,0,0.8352604
A09_10,22,M,0,Romania,0.0,0,0.85502696
A01_08,35,F,1,United Kingdom,1.0,1,0.9382217
A15_04,22,M,0,Romania,0.0,0,0.76893795
A17_08,21,F,0,Canada,0.0,0,0.528196
A12_07,39,F,1,United States of America,0.0,0,0.5078545
A10_13,19,M,0,Italy,1.0,1,0.566213
A03_14,24,M,0,Phillipines,0.0,0,0.65121907
A03_10,28,F,2,United States of America,1.0,0,0.5920019
A04_15,28,F,1,United States of America,0.0,0,0.9553127
A06_11,26,F,1,United States of America,1.0,0,0.5078545
A01_01,33,F,2,United States of America,0.0,0,0.9983523
A01_14,25,M,0,United States of America,0.0,0,0.7882584
A16_10,26,F,1,Slovenia,0.0,0,0.9141626
A19_11,19,F,3,United States of America,0.0,0,0.8054672
A10_15,18,F,0,United States of America,1.0,1,0.5664236
A16_07,23,M,2,Canada,0.0,0,0.57829833
A18_14,24,F,1,Great Britain,0.0,0,0.89344615
A08_15,31,F,1,United Kingdom,0.0,0,0.7250292
A05_12,57,F,0,United States of America,0.0,0,0.5078545
A17_02,24,F,0,Singapore,1.0,0,0.74185205
A20_10,28,F,1,United States of America,0.0,0,0.908318
A16_02,55,F,2,United States of America,1.0,1,0.58503044
A08_10,55,F,2,United States of America,1.0,1,0.5637828
A15_08,25,M,1,United States of America,0.0,1,0.5132805
A20_11,23,M,2,United States of America,1.0,0,0.64008653
A20_14,26,F,0,India,0.0,1,0.6344445
A14_09,29,M,1,United States of America,0.0,1,0.9848947
A04_03,18,M,2,United Kingdom,1.0,1,0.9995346
A01_05,38,M,2,United States of America,1.0,1,0.80051786
A05_04,24,M,1,United States of America,1.0,1,0.6562094
A18_12,57,F,0,United States of America,0.0,0,0.5078545
A06_10,22,M,1,United States of America,1.0,1,0.92893034
A16_05,24,F,1,United Kingdom,0.0,0,0.6338778
A04_05,26,F,1,Slovenia,0.0,0,0.761113
A09_04,22,M,0,Romania,0.0,0,0.7804813
A07_04,26,F,1,United States of America,0.0,0,0.94140744
A03_05,25,M,1,United States of America,1.0,1,0.50084525
A09_02,25,M,0,United States of America,0.0,1,0.5055635
A04_12,23,M,0,Singapore,0.0,1,0.63414127
A01_15,31,F,1,Canada,0.0,1,0.68875235
A11_05,33,F,2,United States of America,0.0,0,0.9535419
A16_02,64,M,1,United States of America,1.0,1,0.5379893
A20_10,32,F,1,United States of America,0.0,0,0.8780894
A06_15,36,F,2,United States of America,0.0,1,0.89170045
A14_13,19,M,0,Italy,0.0,1,0.5539438
A14_05,18,F,0,United States of America,1.0,0,0.79961264
A16_06,64,M,1,United States of America,1.0,1,0.67774993
A01_06,24,M,0,Phillipines,1.0,0,0.8298489
A11_02,56,F,0,United States of America,1.0,1,0.52322036
A03_11,33,F,2,United States of America,0.0,0,0.87203735
A12_15,25,M,0,United States of America,0.0,0,0.81359446
A06_05,28,F,3,United States of America,1.0,1,0.61015713
A05_01,26,F,0,India,1.0,1,0.5998225
A06_03,26,F,1,India,1.0,1,0.7308877
A03_05,28,M,2,United States of America,1.0,1,0.5347525
A16_01,26,F,1,India,1.0,1,0.71698076
A11_03,34,F,2,United States of America,0.0,0,0.865209
A16_10,21,F,0,Canada,0.0,0,0.81147575
A14_14,18,F,2,United States of America,0.0,0,0.72795725
A10_15,18,F,0,United States of America,1.0,0,0.83920944
A13_14,18,F,0,United States of America,1.0,0,0.5436559
A13_06,22,M,1,United States of America,0.0,1,0.70364684
A03_11,36,F,2,United States of America,0.0,1,0.65883905
A03_12,61,F,1,Canada,0.0,0,0.5737208
A11_01,28,F,1,United States of America,0.0,0,0.90644103
A15_09,37,F,1,United States of America,1.0,1,0.7816729
A10_12,18,F,0,United States of America,1.0,0,0.8596823
A20_05,18,M,2,Slovenia,0.0,0,0.5565319
A17_05,61,F,1,Canada,0.0,0,0.6089591
A10_07,34,F,1,India,0.0,1,0.8609208
A01_08,22,F,1,United Kingdom,1.0,1,0.754951
A04_14,35,F,1,United Kingdom,1.0,1,0.83169484
A09_01,34,F,2,United Kingdom,0.0,0,0.5105559
A18_14,25,M,0,United Kingdom,0.0,0,0.95465654
A07_06,22,F,1,United Kingdom,1.0,1,0.9622449
A01_11,21,F,1,Canada,1.0,0,0.7680108
A06_06,23,M,0,Singapore,1.0,1,0.5699585
A09_09,18,F,2,United States of America,0.0,0,0.7367512
A05_06,49,M,0,United States of America,0.0,0,0.5991305
A04_07,34,F,2,United Kingdom,1.0,1,0.59928614
A04_04,43,F,2,Canada,1.0,0,0.6715831
A03_03,22,F,1,United Kingdom,0.0,1,0.88647723
A12_03,21,F,0,Canada,0.0,0,0.52262485
A11_02,21,F,1,Canada,0.0,0,0.9888545
A18_06,22,M,2,United States of America,0.0,1,0.5593493
A19_03,34,F,2,United Kingdom,1.0,1,0.50995123
A05_06,52,F,3,United States of America,0.0,1,0.8039116
A08_13,57,F,0,United States of America,0.0,0,0.5078545
A02_06,52,F,0,United Kingdom,1.0,1,0.95273554
A03_12,31,F,0,United Kingdom,1.0,1,0.7274701
A17_09,22,F,1,United Kingdom,1.0,0,0.5971075
A03_11,24,F,1,United Kingdom,0.0,0,0.64270365
A15_13,32,M,2,United States of America,0.0,0,0.8574462
A17_14,47,M,1,United States of America,1.0,0,0.7899505
A08_05,32,F,1,United States of America,0.0,0,0.6695302
A05_15,19,M,3,Canada,1.0,1,0.6940764
A02_12,31,F,1,Canada,1.0,1,0.7656598
A19_03,21,F,0,Canada,1.0,1,0.5066234
A10_15,31,M,1,United States of America,1.0,0,0.87589777
A18_08,26,F,1,India,1.0,1,0.6585057
A09_06,34,F,1,India,1.0,1,0.8938401
A02_05,18,F,2,United States of America,0.0,0,0.68241096
A10_11,25,M,1,United States of America,0.0,0,0.5879081
A05_02,21,F,0,Canada,0.0,0,0.51813525
A06_15,31,F,1,Canada,1.0,1,0.913226
A05_10,36,M,1,India,1.0,1,0.97015005
A07_03,33,F,2,United States of America,1.0,0,0.8708114
A08_14,61,F,1,Canada,0.0,0,0.534029
A09_11,34,F,1,India,1.0,1,0.90083367
A04_15,32,F,1,United States of America,0.0,0,0.999843
A08_08,18,F,1,United States of America,0.0,0,0.7701652
A01_14,19,F,2,Canada,1.0,1,0.87880135
A16_09,41,F,1,United States of America,0.0,0,0.8530488
A10_06,19,M,3,Canada,1.0,1,0.54910445
A20_07,56,F,0,United States of America,0.0,0,0.7944468
A03_07,30,F,1,United Kingdom,0.0,0,0.75261366
A04_04,18,F,1,United States of America,0.0,0,0.7800007
A09_07,24,F,0,Singapore,0.0,0,0.95635974
A15_04,56,F,0,United States of America,0.0,0,0.5015297
A10_10,28,F,2,United States of America,0.0,1,0.50297266
A01_03,33,M,2,United States of America,0.0,0,0.931884
A01_09,52,F,3,United States of America,0.0,1,0.53793705
A19_06,18,F,1,United States of America,0.0,0,0.89385325
A19_13,28,F,3,United States of America,1.0,0,0.9400932
A12_09,36,M,1,India,0.0,1,0.93551725
A10_14,23,M,2,United States of America,1.0,1,0.56276023
A10_09,33,F,0,United States of America,1.0,1,0.9071117
A08_11,27,F,1,United States of America,0.0,1,0.7106886
A05_14,37,M,1,United Kingdom,1.0,1,0.99226886
A05_11,31,M,1,United States of America,0.0,0,0.86573887
A10_14,20,F,1,United States of America,0.0,0,0.8435034
A20_04,27,F,2,United Kingdom,1.0,1,0.90536845
A17_10,56,F,0,United States of America,1.0,0,0.5463965
A20_15,47,M,1,United States of America,0.0,0,0.94613063
A10_08,36,F,2,United States of America,0.0,0,0.9117005
A02_01,64,M,1,United States of America,0.0,1,0.5297761
A12_03,23,M,2,Canada,0.0,0,0.5078545
A11_01,25,M,0,United Kingdom,0.0,0,0.9337271
A17_04,56,F,0,United States of America,1.0,1,0.52322036
A12_01,49,M,0,United States of America,0.0,0,0.6576839
A02_09,49,M,0,United States of America,0.0,0,0.8452553
A14_14,22,M,1,United States of America,0.0,0,0.78334975
A04_08,23,M,0,Singapore,0.0,1,0.5961368
A05_03,34,F,1,Czech Republic,1.0,1,0.75155836
A15_06,21,F,0,United States of America,1.0,1,0.98704046
A17_06,39,F,1,United States of America,1.0,0,0.5078545
A16_04,19,F,2,Canada,1.0,1,0.93930143
A02_04,61,F,1,Canada,1.0,1,0.51552427
A20_03,25,M,1,United States of America,0.0,1,0.5053423
A03_07,35,M,2,Canada,0.0,0,0.6335332
A18_01,52,F,3,United States of America,1.0,1,0.78491884
A09_15,21,F,0,Canada,1.0,0,0.5771518
A14_04,20,M,0,Saudi Arabia,0.0,0,0.92909175
A06_13,40,F,1,United States of America,0.0,0,0.5646598
A10_01,30,M,3,United States of America,1.0,1,0.9758922
A03_10,41,F,1,United States of America,0.0,1,0.5155503
A13_12,22,F,0,United Kingdom,1.0,1,0.61744845
A16_11,18,F,1,United States of America,0.0,0,0.82616335
A11_13,23,M,2,Canada,0.0,0,0.60865796
A10_05,24,F,0,Singapore,1.0,0,0.8540433
A18_08,56,F,0,United States of America,0.0,1,0.5422419
A14_10,24,F,1,Great Britain,0.0,0,0.9114266
A10_07,24,F,1,Great Britain,0.0,0,0.6950882
A02_13,35,M,2,Canada,0.0,0,0.6351903
A18_15,33,F,2,United Kingdom,1.0,1,0.5274203
A20_14,25,M,0,United Kingdom,0.0,0,0.9319982
A20_11,23,M,2,United States of America,1.0,1,0.591474
A15_06,55,M,1,United States of America,1.0,1,0.88360935
A19_12,33,F,0,United States of America,1.0,1,0.8737691
A12_04,26,F,1,United States of America,0.0,0,0.9651862
A15_14,18,F,1,United States of America,0.0,0,0.8044062
A16_12,52,F,0,United Kingdom,1.0,1,0.93536836
A16_13,22,M,0,India,1.0,1,0.9774235
A01_09,22,M,2,United States of America,1.0,0,0.68024296
A08_15,32,M,2,United States of America,1.0,0,0.8777191
A01_14,26,F,0,India,0.0,1,0.5826077
A08_13,33,M,1,United States of America,0.0,0,0.8887866
A07_07,23,M,2,Canada,1.0,1,0.57095075
A04_15,18,F,0,United States of America,0.0,0,0.90410376
A13_01,30,F,1,Canada,0.0,0,0.6222972
A19_10,35,M,2,Canada,1.0,1,0.5114881
A17_15,36,M,1,India,1.0,1,0.9776358
A05_07,20,M,0,Saudi Arabia,0.0,0,0.938602
A15_15,28,F,3,United States of America,1.0,1,0.5490202
A13_02,26,F,1,India,1.0,1,0.7435648
A03_01,61,F,1,Canada,0.0,1,0.51552427
A09_12,28,F,3,United States of America,0.0,1,0.5478387
A04_13,31,F,1,Canada,1.0,1,0.57959795
A06_10,25,M,0,United States of America,0.0,0,0.5501256
A20_06,18,F,0,United States of America,0.0,0,0.9465939
A13_01,22,F,1,United Kingdom,1.0,0,0.51652914
A16_11,24,M,1,United Kingdom,0.0,0,0.681504
A15_04,30,F,2,United Kingdom,0.0,0,0.85791457
A15_11,18,F,0,United States of America,0.0,0,0.8129021
A01_02,19,M,0,Italy,1.0,1,0.5917844
A18_05,30,M,3,United States of America,1.0,1,0.9773821
A02_09,34,F,1,India,1.0,1,0.83992034
A02_14,28,F,1,United States of America,0.0,0,0.9127281
A11_02,26,F,1,Slovenia,0.0,0,0.77807444
A14_02,40,F,1,United States of America,0.0,0,0.5781748
A20_03,55,M,1,United States of America,0.0,1,0.5330861
A19_06,33,F,0,United States of America,1.0,1,0.94010746
A07_12,18,F,0,United States of America,0.0,0,0.913361
A10_06,21,F,0,Canada,0.0,0,0.78793395
A07_07,61,F,1,Canada,0.0,1,0.5109868
A20_13,26,F,1,United States of America,1.0,0,0.5078545
A04_01,26,F,1,United States of America,0.0,0,0.5078545
A13_13,30,F,2,United Kingdom,0.0,0,0.6891152
A09_12,41,F,1,United States of America,0.0,1,0.5252933
A19_07,30,F,1,United Kingdom,0.0,0,0.5620004
A05_10,20,F,1,United States of America,1.0,0,0.8460983
A06_15,27,F,1,United States of America,0.0,1,0.66281676
A19_12,35,F,1,United Kingdom,1.0,1,0.8264738
A03_14,28,F,2,United States of America,1.0,1,0.5401205
A04_08,34,F,1,India,1.0,1,0.9178879
A14_08,24,F,0,Singapore,0.0,0,0.93156856
A01_06,32,M,0,United States of America,1.0,1,0.5217369
A02_11,32,F,1,United States of America,1.0,0,0.7336692
A13_15,30,F,1,United Kingdom,0.0,0,0.7180508
A19_15,64,M,1,United States of America,0.0,1,0.51665175
A16_04,22,M,1,United States of America,1.0,1,0.5550167
A12_01,62,F,1,United States of America,0.0,0,0.7313009
A01_13,33,F,2,United States of America,1.0,1,0.99955505
A18_10,24,M,1,United States of America,1.0,1,0.7365782
A20_05,26,F,1,United States of America,0.0,0,0.5078545
A16_13,18,F,2,United States of America,0.0,0,0.7595956
A01_02,22,F,1,United Kingdom,1.0,0,0.5971982
A14_08,30,F,1,United Kingdom,0.0,0,0.5500923
A16_04,27,F,1,United States of America,1.0,0,0.7274744
A15_02,32,F,1,United Kingdom,1.0,0,0.7853781
A17_04,22,F,0,United Kingdom,1.0,1,0.64706844
A04_13,40,M,1,United States of America,0.0,0,0.7782753
A15_05,62,F,1,United States of America,1.0,0,0.74120253
A06_01,19,F,2,Canada,1.0,1,0.9713965
A10_01,24,M,1,United Kingdom,0.0,0,0.8181391
A01_05,32,F,1,United States of America,0.0,0,0.7502894
A12_13,19,F,3,United States of America,0.0,0,0.88691324
A17_01,23,M,0,Singapore,1.0,0,0.52836317
A19_15,24,F,1,Great Britain,0.0,0,0.8282475
A03_12,22,M,0,India,1.0,1,0.87143016
A07_09,28,F,3,United States of America,0.0,1,0.79600936
A14_04,19,M,0,Italy,1.0,1,0.6595766
A07_15,30,F,1,Canada,0.0,0,0.5895795
A12_15,31,F,1,United Kingdom,1.0,0,0.7307321
A09_03,37,M,1,United Kingdom,1.0,1,0.9775774
A07_14,52,F,0,United Kingdom,1.0,1,0.92981315
A06_01,39,M,2,Canada,0.0,1,0.5786003
A17_11,57,F,0,United States of America,1.0,0,0.5078545
A03_11,30,F,1,Canada,0.0,0,0.89216536
A02_13,33,F,2,United Kingdom,0.0,0,0.55729127
A20_09,55,F,2,United States of America,0.0,0,0.59774715
A02_01,21,F,0,Canada,0.0,0,0.5078545
A20_13,36,F,2,United States of America,1.0,1,0.75748754
A18_09,28,F,3,United States of America,1.0,1,0.745512
A17_05,57,F,1,United States of America,0.0,0,0.82827634
A01_10,22,F,0,United Kingdom,1.0,1,0.84470975
A08_05,34,F,1,India,1.0,1,0.9097178
A12_15,25,M,0,United Kingdom,0.0,0,0.9942719
A07_11,61,F,1,Canada,0.0,1,0.65290153
A03_03,61,F,1,Canada,0.0,0,0.6089591
A06_11,22,F,1,United Kingdom,1.0,1,0.92626137
A19_11,23,M,2,Canada,1.0,1,0.5596756
A16_09,33,F,2,United Kingdom,0.0,1,0.52120847
A04_12,39,F,1,United States of America,1.0,0,0.5078545
A16_15,18,F,2,United States of America,0.0,0,0.7157066
A02_03,35,M,1,United States of America,0.0,0,0.94537526
A17_03,40,F,1,United States of America,0.0,0,0.53782976
A07_14,35,M,1,United States of America,0.0,0,0.99506664
A01_01,34,F,1,Czech Republic,1.0,1,0.6787345
A05_13,33,F,0,United States of America,1.0,1,0.9626196
A08_05,26,F,1,Slovenia,0.0,0,0.77807444
A09_05,41,F,1,United States of America,1.0,0,0.72389555
A19_08,23,M,2,United States of America,0.0,0,0.6529316
A13_11,37,M,1,United Kingdom,0.0,1,0.9783055
A09_15,21,F,0,Canada,1.0,0,0.7101908
A15_15,34,F,1,Czech Republic,1.0,1,0.5708243
A05_08,22,F,1,United Kingdom,0.0,1,0.53887826
A11_05,33,F,2,United Kingdom,1.0,0,0.645081
A09_07,22,M,0,Romania,0.0,0,0.8773178
A06_07,19,F,3,United States of America,0.0,0,0.67459637
A05_02,22,M,2,United States of America,0.0,0,0.8341716
A14_02,25,M,1,United States of America,1.0,0,0.53551656
A07_07,27,F,1,United States of America,1.0,0,0.663636
A05_12,26,F,0,India,1.0,1,0.5160124
A05_02,35,M,2,Canada,1.0,0,0.57299393
A11_05,66,M,1,United States of America,0.0,0,0.6092564
A01_08,39,F,1,United States of America,1.0,0,0.5078545
A05_13,21,F,1,Canada,0.0,0,0.99843377
A10_05,20,F,3,United States of America,1.0,1,0.7334744
A04_02,26,F,1,United States of America,0.0,0,0.6954
A08_01,61,F,1,Canada,1.0,1,0.51552427
A08_04,24,M,1,United States of America,1.0,0,0.56525695
A01_13,21,F,0,Canada,0.0,1,0.5488553
A15_08,26,F,1,India,1.0,1,0.7495743
A08_09,25,F,1,United States of America,0.0,0,0.7411491
A18_11,33,M,2,United States of America,1.0,0,0.91688395
A08_13,19,F,2,Canada,0.0,1,0.6343709
A11_12,41,F,1,United States of America,1.0,0,0.8487554
A08_13,31,F,0,United Kingdom,0.0,1,0.63199836
A10_09,22,F,1,United Kingdom,1.0,1,0.87815213
A10_10,28,M,2,United States of America,0.0,0,0.5906695
A03_10,34,F,1,Czech Republic,0.0,0,0.634388
A07_09,33,M,1,United States of America,1.0,1,0.92228436
A10_06,22,F,1,United Kingdom,1.0,0,0.69301754
A20_13,40,F,1,United States of America,0.0,0,0.833379
A08_04,33,M,2,United States of America,0.0,0,0.96042156
A15_08,21,F,0,Canada,0.0,0,0.5078545
A02_09,34,F,2,United Kingdom,1.0,0,0.5741653
A09_04,23,M,2,United States of America,0.0,0,0.6801588
A20_07,24,M,0,Phillipines,0.0,0,0.9159688
A05_10,23,M,0,Singapore,1.0,1,0.64817125
A08_04,30,F,2,United States of America,1.0,1,0.99579406
A17_02,61,F,1,Canada,1.0,0,0.52452374
A20_13,18,F,1,United States of America,0.0,0,0.9020067
A08_04,66,M,1,United States of America,0.0,0,0.6627556
A14_13,24,F,1,United Kingdom,0.0,0,0.59232223
A13_02,19,F,2,Canada,1.0,1,0.96793014
A19_12,18,M,2,United Kingdom,1.0,1,0.99553347
A04_01,34,F,1,Czech Republic,0.0,1,0.63000154
A08_03,32,F,1,United Kingdom,0.0,0,0.7853781
A15_12,32,F,1,United Kingdom,0.0,0,0.80026007
A15_01,32,F,1,United States of America,0.0,0,0.6695302
A16_11,22,M,0,India,1.0,1,0.99796474
A20_01,39,M,2,Canada,1.0,1,0.5944709
A01_04,26,F,1,Slovenia,0.0,0,0.77807444
A05_06,32,M,0,United States of America,1.0,1,0.88164407
A12_10,23,M,2,United States of America,1.0,0,0.6638808
A20_10,66,M,1,United States of America,0.0,0,0.7756622
A16_15,33,M,1,United States of America,0.0,0,0.8180579
A02_13,46,F,0,United States of America,0.0,0,0.7551749
A04_09,18,F,0,United States of America,1.0,1,0.53336436
A13_12,33,F,0,United States of America,1.0,1,0.9517629
A09_05,31,M,1,United States of America,0.0,0,0.89992887
A05_01,39,M,2,Canada,1.0,1,0.5944709
A16_04,20,F,3,United States of America,0.0,1,0.6137686
A17_14,24,F,1,United Kingdom,0.0,1,0.7209196
A19_15,41,F,1,United States of America,0.0,0,0.75146884
A08_14,19,F,2,Canada,1.0,1,0.7761374
A15_13,30,F,1,Canada,0.0,0,0.72343856
A10_08,30,F,1,United Kingdom,0.0,0,0.81829125
A17_12,24,F,1,Great Britain,0.0,0,0.79987836
